Time,	LatentPB,	InfectiousPB,	InfectiousIdentifiedPB,	InfectiousUnderTreatmeanPB,	InfectiousNotCuredPB,	TotalInfectiousPB,	RecoveredLatentPB,	RelapsePB
0,	150.110001,	1.380000,	0.130000,	3.930000,	0.020000,	1.530000,	0.750000,	0.000000
1,	35.090000,	130.399994,	0.000000,	0.000000,	0.000000,	130.399994,	0.000000,	0.000000
2,	63.889999,	114.050003,	0.000000,	0.000000,	0.000000,	114.050003,	0.000000,	0.000000
3,	87.050003,	100.370003,	0.000000,	0.000000,	0.000000,	100.370003,	0.000000,	0.000000
4,	6.840000,	186.520004,	0.000000,	0.000000,	0.000000,	186.520004,	0.000000,	0.000000
5,	9.200000,	199.809998,	0.000000,	0.000000,	0.000000,	199.809998,	0.000000,	0.000000
6,	12.000000,	215.289993,	0.000000,	0.000000,	0.000000,	215.289993,	0.000000,	0.000000
7,	14.380000,	229.800003,	0.000000,	0.000000,	0.000000,	229.800003,	0.000000,	0.000000
8,	15.760000,	242.789993,	0.000000,	0.000000,	0.000000,	242.789993,	0.000000,	0.000000
9,	17.090000,	255.020004,	0.000000,	0.000000,	0.000000,	255.020004,	0.000000,	0.000000
10,	19.200001,	265.410004,	0.000000,	0.000000,	0.000000,	265.410004,	0.000000,	0.000000
11,	20.910000,	278.290009,	0.000000,	0.000000,	0.000000,	278.290009,	0.000000,	0.000000
12,	21.830000,	291.260010,	0.000000,	0.000000,	0.000000,	291.260010,	0.000000,	0.000000
13,	23.110001,	302.190002,	0.000000,	0.000000,	0.000000,	302.190002,	0.000000,	0.000000
14,	24.010000,	313.209991,	0.000000,	0.000000,	0.000000,	313.209991,	0.000000,	0.000000
15,	26.139999,	320.869995,	0.000000,	0.000000,	0.000000,	320.869995,	0.000000,	0.000000
16,	27.600000,	329.329987,	0.000000,	0.000000,	0.000000,	329.329987,	0.000000,	0.000000
17,	29.180000,	335.910004,	0.000000,	0.000000,	0.000000,	335.910004,	0.000000,	0.000000
18,	30.190001,	342.540009,	0.000000,	0.000000,	0.000000,	342.540009,	0.000000,	0.000000
19,	30.790001,	350.690002,	0.000000,	0.000000,	0.000000,	350.690002,	0.000000,	0.000000
20,	32.029999,	358.130005,	0.000000,	0.000000,	0.000000,	358.130005,	0.000000,	0.000000
21,	31.700001,	366.149994,	0.000000,	0.000000,	0.000000,	366.149994,	0.000000,	0.000000
22,	32.900002,	373.220001,	0.000000,	0.000000,	0.000000,	373.220001,	0.000000,	0.000000
23,	34.610001,	379.980011,	0.000000,	0.000000,	0.000000,	379.980011,	0.000000,	0.000000
24,	34.689999,	387.220001,	0.000000,	0.000000,	0.000000,	387.220001,	0.000000,	0.000000
25,	35.810001,	394.609985,	0.000000,	0.000000,	0.000000,	394.609985,	0.000000,	0.000000
26,	37.189999,	400.239990,	0.000000,	0.000000,	0.000000,	400.239990,	0.000000,	0.000000
27,	37.740002,	406.510010,	0.000000,	0.000000,	0.000000,	406.510010,	0.000000,	0.000000
28,	38.830002,	412.220001,	0.000000,	0.000000,	0.000000,	412.220001,	0.000000,	0.000000
29,	39.810001,	419.839996,	0.000000,	0.000000,	0.000000,	419.839996,	0.000000,	0.000000
30,	39.029999,	424.899994,	0.000000,	0.000000,	0.000000,	424.899994,	0.000000,	0.000000
31,	40.150002,	431.869995,	0.000000,	0.000000,	0.000000,	431.869995,	0.000000,	0.000000
32,	40.700001,	436.329987,	0.000000,	0.000000,	0.000000,	436.329987,	0.000000,	0.000000
33,	42.630001,	441.750000,	0.000000,	0.000000,	0.000000,	441.750000,	0.000000,	0.000000
34,	43.009998,	447.600006,	0.000000,	0.000000,	0.000000,	447.600006,	0.000000,	0.000000
35,	43.540001,	453.489990,	0.000000,	0.000000,	0.000000,	453.489990,	0.000000,	0.000000
36,	44.160000,	460.040009,	0.000000,	0.000000,	0.000000,	460.040009,	0.000000,	0.000000
37,	45.660000,	466.609985,	0.000000,	0.000000,	0.000000,	466.609985,	0.000000,	0.000000
38,	46.919998,	471.329987,	0.000000,	0.000000,	0.000000,	471.329987,	0.000000,	0.000000
39,	46.209999,	478.119995,	0.000000,	0.000000,	0.000000,	478.119995,	0.000000,	0.000000
40,	46.720001,	484.940002,	0.000000,	0.000000,	0.000000,	484.940002,	0.000000,	0.000000
41,	47.400002,	490.839996,	0.000000,	0.000000,	0.000000,	490.839996,	0.000000,	0.000000
42,	47.139999,	496.190002,	0.000000,	0.000000,	0.000000,	496.190002,	0.000000,	0.000000
43,	48.709999,	500.380005,	0.000000,	0.000000,	0.000000,	500.380005,	0.000000,	0.000000
44,	49.259998,	506.720001,	0.000000,	0.000000,	0.000000,	506.720001,	0.000000,	0.000000
45,	49.349998,	512.200012,	0.000000,	0.000000,	0.000000,	512.200012,	0.000000,	0.000000
46,	50.220001,	516.539978,	0.000000,	0.000000,	0.000000,	516.539978,	0.000000,	0.000000
47,	50.639999,	523.349976,	0.000000,	0.000000,	0.000000,	523.349976,	0.000000,	0.000000
48,	51.169998,	529.809998,	0.000000,	0.000000,	0.000000,	529.809998,	0.000000,	0.000000
49,	52.490002,	532.719971,	0.000000,	0.000000,	0.000000,	532.719971,	0.000000,	0.000000
50,	53.480000,	536.549988,	0.000000,	0.000000,	0.000000,	536.549988,	0.000000,	0.000000
51,	53.470001,	542.809998,	0.000000,	0.000000,	0.000000,	542.809998,	0.000000,	0.000000
52,	55.160000,	546.599976,	0.000000,	0.000000,	0.000000,	546.599976,	0.000000,	0.000000
53,	55.090000,	551.799988,	0.000000,	0.000000,	0.000000,	551.799988,	0.000000,	0.000000
54,	55.669998,	558.640015,	0.000000,	0.000000,	0.000000,	558.640015,	0.000000,	0.000000
55,	55.680000,	565.119995,	0.000000,	0.000000,	0.000000,	565.119995,	0.000000,	0.000000
56,	55.700001,	570.409973,	0.000000,	0.000000,	0.000000,	570.409973,	0.000000,	0.000000
57,	56.480000,	576.280029,	0.000000,	0.000000,	0.000000,	576.280029,	0.000000,	0.000000
58,	57.680000,	578.969971,	0.000000,	0.000000,	0.000000,	578.969971,	0.000000,	0.000000
59,	58.560001,	581.809998,	0.000000,	0.000000,	0.000000,	581.809998,	0.000000,	0.000000
60,	59.169998,	588.539978,	0.000000,	0.000000,	0.000000,	588.539978,	0.000000,	0.000000
61,	60.790001,	594.059998,	0.000000,	0.000000,	0.000000,	594.059998,	0.000000,	0.000000
62,	60.380001,	599.440002,	0.000000,	0.000000,	0.000000,	599.440002,	0.000000,	0.000000
63,	59.110001,	605.500000,	0.000000,	0.000000,	0.000000,	605.500000,	0.000000,	0.000000
64,	59.950001,	613.169983,	0.000000,	0.000000,	0.000000,	613.169983,	0.000000,	0.000000
65,	60.660000,	622.200012,	0.000000,	0.000000,	0.000000,	622.200012,	0.000000,	0.000000
66,	61.630001,	628.440002,	0.000000,	0.000000,	0.000000,	628.440002,	0.000000,	0.000000
67,	62.330002,	632.330017,	0.000000,	0.000000,	0.000000,	632.330017,	0.000000,	0.000000
68,	62.869999,	639.270020,	0.000000,	0.000000,	0.000000,	639.270020,	0.000000,	0.000000
69,	64.599998,	647.190002,	0.000000,	0.000000,	0.000000,	647.190002,	0.000000,	0.000000
70,	64.580002,	651.559998,	0.000000,	0.000000,	0.000000,	651.559998,	0.000000,	0.000000
71,	64.279999,	657.549988,	0.000000,	0.000000,	0.000000,	657.549988,	0.000000,	0.000000
72,	64.080002,	663.619995,	0.000000,	0.000000,	0.000000,	663.619995,	0.000000,	0.000000
73,	64.849998,	670.119995,	0.000000,	0.000000,	0.000000,	670.119995,	0.000000,	0.000000
74,	66.919998,	677.150024,	0.000000,	0.000000,	0.000000,	677.150024,	0.000000,	0.000000
75,	68.080002,	682.460022,	0.000000,	0.000000,	0.000000,	682.460022,	0.000000,	0.000000
76,	67.980003,	686.719971,	0.000000,	0.000000,	0.000000,	686.719971,	0.000000,	0.000000
77,	68.290001,	693.780029,	0.000000,	0.000000,	0.000000,	693.780029,	0.000000,	0.000000
78,	69.639999,	699.299988,	0.000000,	0.000000,	0.000000,	699.299988,	0.000000,	0.000000
79,	68.989998,	705.679993,	0.000000,	0.000000,	0.000000,	705.679993,	0.000000,	0.000000
80,	69.760002,	712.739990,	0.000000,	0.000000,	0.000000,	712.739990,	0.000000,	0.000000
81,	70.900002,	717.869995,	0.000000,	0.000000,	0.000000,	717.869995,	0.000000,	0.000000
82,	71.139999,	722.710022,	0.000000,	0.000000,	0.000000,	722.710022,	0.000000,	0.000000
83,	73.150002,	729.719971,	0.000000,	0.000000,	0.000000,	729.719971,	0.000000,	0.000000
84,	73.400002,	737.320007,	0.000000,	0.000000,	0.000000,	737.320007,	0.000000,	0.000000
85,	73.830002,	741.700012,	0.000000,	0.000000,	0.000000,	741.700012,	0.000000,	0.000000
86,	73.489998,	749.099976,	0.000000,	0.000000,	0.000000,	749.099976,	0.000000,	0.000000
87,	74.709999,	753.200012,	0.000000,	0.000000,	0.000000,	753.200012,	0.000000,	0.000000
88,	75.889999,	755.229980,	0.000000,	0.000000,	0.000000,	755.229980,	0.000000,	0.000000
89,	76.330002,	761.659973,	0.000000,	0.000000,	0.000000,	761.659973,	0.000000,	0.000000
90,	76.790001,	767.429993,	0.000000,	0.000000,	0.000000,	767.429993,	0.000000,	0.000000
91,	78.320000,	775.260010,	0.000000,	0.000000,	0.000000,	775.260010,	0.000000,	0.000000
92,	78.489998,	780.729980,	0.000000,	0.000000,	0.000000,	780.729980,	0.000000,	0.000000
93,	78.800003,	786.580017,	0.000000,	0.000000,	0.000000,	786.580017,	0.000000,	0.000000
94,	78.849998,	791.510010,	0.000000,	0.000000,	0.000000,	791.510010,	0.000000,	0.000000
95,	78.480003,	797.700012,	0.000000,	0.000000,	0.000000,	797.700012,	0.000000,	0.000000
96,	78.379997,	806.929993,	0.000000,	0.000000,	0.000000,	806.929993,	0.000000,	0.000000
97,	78.959999,	812.539978,	0.000000,	0.000000,	0.000000,	812.539978,	0.000000,	0.000000
98,	79.300003,	818.000000,	0.000000,	0.000000,	0.000000,	818.000000,	0.000000,	0.000000
99,	82.209999,	821.429993,	0.000000,	0.000000,	0.000000,	821.429993,	0.000000,	0.000000
100,	82.550003,	828.789978,	0.000000,	0.000000,	0.000000,	828.789978,	0.000000,	0.000000
101,	80.980003,	727.530029,	13.270000,	101.169998,	0.000000,	740.800049,	0.000000,	0.000000
102,	72.589996,	634.750000,	16.840000,	200.550003,	0.000000,	651.590027,	0.000000,	0.000000
103,	60.549999,	549.820007,	12.390000,	297.890015,	0.000000,	562.210022,	0.000000,	0.000000
